,barrio,ciudad_vivienda,departamento,metros,numero_habitaciones,pauta_destacada,pauta_oportunidad,precio,tipo_vivienda,url
10228,buenavista,montería,córdoba,"332,00",5,1,0,1300000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/buenavista-det-5031683.aspx"
10229,bocagrande,cartagena,bolívar,"86,00",2,1,0,4100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/bocagrande-det-5042420.aspx"
10230,el centro,cereté,córdoba,"5,00",1,1,0,200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cerete/centro-det-5042460.aspx"
10231,la boquilla,cartagena,bolívar,"134,00",2,1,0,4500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/boquilla-det-5042424.aspx"
10232,la castellana,barranquilla,atlántico,"63,00",1,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/castellana-det-5042416.aspx"
10233,el recreo,montería,córdoba,"30,00",4,1,0,2800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/recreo-det-5042410.aspx"
10234,alameda la victoria,cartagena,bolívar,"94,00",3,1,0,1150000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/alameda_victoria-det-5042400.aspx"
10235,marbella,cartagena,bolívar,"391,00",3,1,0,7500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/marbella-det-5042403.aspx"
10236,altos de riomar,barranquilla,atlántico,"150,00",3,1,0,4500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/altos_riomar-det-5042382.aspx"
10237,el socorro,cartagena,bolívar,"74,00",3,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/socorro-det-5042417.aspx"
10238,centro,montería,córdoba,"507,00",2,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/centro-det-5032225.aspx"
10239,el tabor,barranquilla,atlántico,"74,00",3,1,0,1300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/tabor-det-5042385.aspx"
10240,la castellana,montería,córdoba,"67,00",2,1,0,1250000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5042358.aspx"
10241,alto prado,barranquilla,atlántico,"110,00",3,1,0,1450000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/alto_prado-det-5042399.aspx"
10242,centro,montería,córdoba,"508,00",3,1,0,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/centro-det-5042355.aspx"
10243,santa elena,montería,córdoba,"84,00",2,1,0,800000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/santa_elena-det-5032549.aspx"
10244,monteverde,montería,córdoba,"106,00",3,1,0,1350000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/monteverde-det-5042384.aspx"
10245,el recreo,montería,córdoba,"52.925,00",3,1,0,2000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/recreo-det-5032546.aspx"
10246,la castellana,montería,córdoba,"50,00",2,1,0,950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5030492.aspx"
10247,la castellana,montería,córdoba,"80,00",3,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5032206.aspx"
10248,urb mi refugio,montería,córdoba,"108,00",3,1,0,1000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/urb_refugio-det-5032537.aspx"
10249,los laureles,montería,córdoba,"594,00",2,1,0,700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/los_laureles-det-5032196.aspx"
10250,chiquinquirá,cartagena,bolívar,"70,00",3,1,0,1400000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/chiquinquira-det-5042329.aspx"
10251,camino del medio,cartagena,bolívar,"65,00",3,1,0,950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/camino_del_medio-det-5042327.aspx"
10252,el amparo,montería,córdoba,"203,00",5,1,0,1200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/amparo-det-5042326.aspx"
10253,pasatiempo,montería,córdoba,"420,00",4,1,0,1300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/pasatiempo-det-5032535.aspx"
10254,villa campestre,otros municipios,atlántico,"68,00",2,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/otros-municipios/villa_campestre-det-5042336.aspx"
10255,el recreo,montería,córdoba,"56,00",2,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/recreo-det-5042319.aspx"
10256,altos de riomar,barranquilla,atlántico,"137,00",3,1,0,3000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|322||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/altos_riomar-det-5042332.aspx"
10257,san alonso,bucaramanga,santander,"65,00",3,1,0,1060000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bucaramanga/san_alonso-det-5005884.aspx"
10258,calahorra,cajicá,cundinamarca,"400,00",4,0,1,2700000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cajica/calahorra-det-5055925.aspx"
10259,boston,barranquilla,atlántico,"48,00",1,1,0,1300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/boston-det-4937738.aspx"
10260,condominio la cabaña detrás de unico,villavicencio,meta,"9,00",6,0,1,420000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/villavicencio/condominio_cabana_detras_unico-det-2369145.aspx"
10261,altos de riomar,barranquilla,atlántico,"137,00",3,1,0,3000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/altos_riomar-det-5042315.aspx"
10262,los cerezos,cartagena,bolívar,"52,00",2,1,0,680000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/los_cerezos-det-5042316.aspx"
10263,la castellana,montería,córdoba,"157,00",3,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5042308.aspx"
10264,centro,montería,córdoba,"450,00",6,1,0,12000000,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/centro-det-5042312.aspx"
10265,centro,montería,córdoba,"60,00",3,1,0,700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/centro-det-5042322.aspx"
10266,la esmeralda,montería,córdoba,"94,00",2,1,0,800000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/esmeralda-det-5042304.aspx"
10267,altos de riomar,barranquilla,atlántico,"137,00",3,1,0,3000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/altos_riomar-det-5042318.aspx"
10268,centro,montería,córdoba,"600,00",4,1,0,7000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/centro-det-5042289.aspx"
10269,la castellana,montería,córdoba,"330,00",4,1,0,6500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/castellana-det-5042286.aspx"
10270,pumarejo,barranquilla,atlántico,"78,00",3,1,0,970000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/pumarejo-det-5042284.aspx"
10271,villa campestre,barranquilla,atlántico,"94,00",3,1,0,1800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/villa_campestre-det-5042282.aspx"
10272,centro,montería,córdoba,"200,00",4,1,0,5500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/centro-det-5042311.aspx"
10273,urb vallejo,montería,córdoba,"84,00",3,1,0,850000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/urb_vallejo-det-5042295.aspx"
10274,manga,cartagena,bolívar,"90,00",2,1,0,2650000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/manga-det-5042278.aspx"
10275,la castellana,montería,córdoba,"88,00",3,1,0,1350000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5032730.aspx"
10276,pie de la popa,cartagena,bolívar,"90,00",3,1,0,2200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/pie_popa-det-5042274.aspx"
10277,rio alto,barranquilla,atlántico,"91,00",3,1,0,2000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/rio_alto-det-5042273.aspx"
10278,monteverde,montería,córdoba,"113,00",3,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/monteverde-det-5030501.aspx"
10279,el recreo,montería,córdoba,"177,00",3,1,0,1700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/recreo-det-5031655.aspx"
10280,monteverde,montería,córdoba,"113,00",3,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/monteverde-det-5042298.aspx"
10281,pie de la popa,cartagena,bolívar,"430,00",3,1,0,6800000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/pie_popa-det-5042297.aspx"
10282,monteverde,montería,córdoba,"76,00",2,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/monteverde-det-5042296.aspx"
10283,altos del limón,barranquilla,atlántico,"156,00",3,1,0,4200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/altos_del_limon-det-5042270.aspx"
10284,monteverde,montería,córdoba,"113,00",3,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/monteverde-det-5032477.aspx"
10285,contadora,cartagena,bolívar,"87,00",5,1,0,2500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/contadora-det-5042268.aspx"
10286,pasatiempo,montería,córdoba,"86,00",2,1,0,1000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/pasatiempo-det-5032229.aspx"
10287,altos de riomar,barranquilla,atlántico,"242,00",3,1,0,6500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/altos_riomar-det-5042288.aspx"
10288,el socorro,cartagena,bolívar,"72,00",3,1,0,1300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/socorro-det-5042283.aspx"
10289,alto prado,barranquilla,atlántico,"100,00",3,1,0,3800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/alto_prado-det-5042266.aspx"
10290,pasatiempo,montería,córdoba,"239,00",4,1,0,1500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|323||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/monteria/pasatiempo-det-5032186.aspx"
10291,valle del lili,cali,valle del cauca,"58,00",2,1,0,820000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/valle_del_lili-det-4966757.aspx"
10292,suba,bogotá,cundinamarca,"65,00",2,0,1,600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/suba-det-4997177.aspx"
10293,cedritos,bogotá,cundinamarca,"82,00",2,1,0,1850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/cedritos-det-4871347.aspx"
10294,cielo mar,cartagena,bolívar,"89,00",2,0,1,1950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/cielo_mar-det-4996888.aspx"
10295,la castellana,montería,córdoba,"80,00",3,1,0,1350000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5042281.aspx"
10296,villa carolina,barranquilla,atlántico,"68,00",3,1,0,1250000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/villa_carolina-det-5042279.aspx"
10297,chiquinquirá,cartagena,bolívar,"142,00",3,1,0,1400000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/chiquinquira-det-5042263.aspx"
10298,el recreo,montería,córdoba,"110,00",2,1,0,1800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/recreo-det-5031732.aspx"
10299,la esperanza,cereté,córdoba,"210,00",3,1,0,900000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cerete/esperanza-det-5032330.aspx"
10300,la castellana,montería,córdoba,"102,00",2,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/monteria/castellana-det-5032170.aspx"
10301,alameda la victoria,cartagena,bolívar,"280,00",4,1,0,2500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartagena/alameda_victoria-det-5042260.aspx"
10302,granadillo,barranquilla,atlántico,"75,00",1,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/granadillo-det-5042265.aspx"
10303,bocagrande,cartagena,bolívar,"90,00",2,1,0,2000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/bocagrande-det-5042264.aspx"
10304,alhambra,bogotá,cundinamarca,"38,00",1,1,0,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/alhambra-det-5000057.aspx"
10305,marsella,bogotá,cundinamarca,"40,00",1,0,0,600000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|324||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/marsella-det-5043916.aspx"
